"id","title","year","cites","venue","inst","atHome","inCv","doiInCv","authors","overlap","verdict"
"W2033309959","Combining MALDI-FTMS and Bioinformatics for Rapid Peptidomic Comparisons","2008","12","Journal of Proteome Research","University of Wisconsin–Madison; University of Washington; Mount Desert Island Biological Laboratory","True","True","False","Joshua J. Schmidt; Sean J. McIlwain; David Page; Andrew E. Christie","4","keep"
"W2046451933","Statistically Enhanced Spectral Counting Approach to TCDD Cardiac Toxicity in the Adult Zebrafish Heart","2013","12","Journal of Proteome Research","University of Wisconsin–Madison","True","True","True","Jiang Zhang; Kevin A. Lanham; Warren Heideman; Richard E. Peterson","4","keep"
"W2007296254","Qualitative and quantitative top‐down mass spectral analysis of crustacean hyperglycemic hormones in response to feeding","2014","11","PROTEOMICS","University of Wisconsin–Madison","True","True","True","Chenxi Jia; Qing Yu; Jingxin Wang","3","keep"
"W2084096241","Fragmentation of peptides with N-terminal dimethylation and imine/methylol adduction at the tryptophan side-chain","2006","11","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Qiang Fu","1","keep"
"W2464201934","Mass Spectrometric Imaging of Neuropeptides in Decapod Crustacean Neuronal Tissues","2010","11","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Ruibing Chen; Stephanie Cape; Robert M. Sturm","3","keep"
"W1984107577","Full‐genome nucleotide sequence and analysis of a Chinese swine hepatitis E virus isolate of genotype 4 identified in the Guangxi Zhuang autonomous region: evidence of zoonotic risk from swine to human in South China","2009","10","Liver International","Peking University","False","False","False","Yonghong Zhu; Hongwei Fu; Xianfei Wei; Ling Wang; Jingrui Liang; JI Yan-li; Ronglan Tang; Hui Zhuang","0","drop"
"W2389296943","Surface Water Quality of Beiyun Rivers Basin and the Analysis of Acting Factors for the Recent Ten Years","2012","10","","Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","","0","drop"
"W2052949005","Semi-automated liquid chromatography–mass spectrometric imaging platform for enhanced detection and improved data analysis of complex peptides","2013","9","Journal of Chromatography A","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Zichuan Zhang; Shan Jiang","2","keep"
"W2471939286","Multiple gas-phase conformations of proline-containing peptides: is it always cis/trans isomerization?","2016","7","The Analyst","University of Wisconsin–Madison; Madison Group (United States)","True","True","True","Christopher B. Lietz; Zhengwei Chen; Chang Yun Son; Xueqin Pang; Qiang Cui","5","keep"
"W2045912113","Measurement of NMDA receptor antagonist, CPP, in mouse plasma and brain tissue following systemic administration using ion-pair LC-MS/MS","2014","6","Analytical Methods","University of Wisconsin–Madison; Madison Group (United States)","True","True","False","Erin Gemperline; Kurt Laha; Cameron O. Scarlett; Robert A. Pearce","4","keep"
"W3132240499","Targeted Top-Down Mass Spectrometry for the Characterization and Tissue-Specific Functional Discovery of Crustacean Hyperglycemic Hormones (CHH) and CHH Precursor-Related Peptides in Response to Low pH Stress","2021","6","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","True","Yang Liu; Gongyu Li","2","keep"
"W2886758265","Accurate Modeling and Identification of Servo-Hydraulic Cylinder Systems in Multi-Axial Test Applications","2013","5","Repository of the University of Ljubljana (University of Ljubljana)","","False","False","False","Thomas Thurner","0","drop"
"W2185047895","Biologically Active Peptides in Invertebrates: Discovery and Functional Studies","2015","4","","","False","True","False","Qing Yu; Zhidan Liang; Chuanzi OuYang","3","keep"
"W4390744008","Age-Dependent Effects of Voluntary Wheel Running Exercise on Voiding Behavior and Potential Age-Related Molecular Mechanisms in Mice","2024","4","The Journals of Gerontology Series A","University of Wisconsin–Madison","True","False","False","Teresa T. Liu; Laura E. Pascal; Scott R. Bauer; Hannah N. Miles; Jules B. Panksepp; Granville L. Lloyd; Donald Defranco; William A. Ricke","2","keep"
"W2397297887","Mass Spectrometric Characterization of Neuropeptides","2009","3","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Stephanie Cape; James A. Dowell","2","keep"
"W4200009041","Nanosecond Photochemical Reaction (nsPCR) for Enhanced Mass Spectrometric Identification, Quantification, and Visualization of Metabolites and Neuropeptides","2021","3","Methods in molecular biology","University of Wisconsin–Madison","True","True","True","Gongyu Li; Yuan Liu","2","keep"
"W4210288191","Isotopic N,N-dimethyl leucine tags for absolute quantification of clusterin and apolipoprotein E in Alzheimer's disease","2022","3","Journal of Proteomics","University of Wisconsin–Madison","True","True","True","Yuan Liu; Hua Zhang; Xiaofang Zhong; Zihui Li; Henrik Zetterberg","5","keep"
"W2499545095","[Improvement of Air Quality During APEC in Beijing in 2014].","2016","2","PubMed","","False","False","False","Nianliang Cheng; Yunting Li; Da-wei Zhang; Tian Chen; Jin Li; Lei Jiang","0","drop"
"W4387326189","Cysteine Counting via Isotopic Chemical Labeling for Intact Mass Proteoform Identifications in Tissue","2023","2","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","John G. Pavek; Brian L. Frey; Dustin C. Frost; Ting‐Jia Gu; Lloyd M. Smith","5","keep"
"W2410788778","Characterization of Zebrafish Cardiac Proteome Using Online pH Gradient SCX–RP HPLC–MS/MS Platform","2013","6","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Jiang Zhang; Kevin A. Lanham; Warren Heideman; Richard E. Peterson","4","keep"
"W4211054692","Biologically Active Peptides in Invertebrates","2015","4","Colloquium Series on Neuropeptides","","False","True","True","Qing Yu; Zhidan Liang; Chuanzi OuYang","3","keep"
"W4229005392","A Spin-Tip Enrichment Strategy for Simultaneous Analysis of N-Glycopeptides and Phosphopeptides from Human Pancreatic Tissues","2022","3","Journal of Visualized Experiments","University of Wisconsin–Madison","True","True","True","Dylan Nicholas Tabang; Danqing Wang","2","keep"
"W4311315022","Ectopic CH60 mediates HAPLN1-induced cell survival signaling in multiple myeloma","2022","3","Life Science Alliance","University of Wisconsin–Madison","True","False","False","Debayan De Bakshi; Yu-Chia Chen; Shelly M. Wuerzberger‐Davis; M Ma; Bayley J. Waters; Aussie Suzuki; Shigeki Miyamoto","1","keep"
"W2605426454","The Chemistry of Thought: The Role of the Measurement Sciences in Brain Research","2017","2","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Anne M. Andrews; Rohit Bhargava; Robert T. Kennedy; Jonathan V. Sweedler","4","keep"
"W3197289645","Bicarbonate buffers can promote crosslinking and alternative gas-phase dissociation pathways for multiprotein complexes","2021","2","International Journal of Mass Spectrometry","University of Wisconsin–Madison","True","False","False","Gongyu Li; Junfeng Huang; Zhen Zheng; Qinjingwen Cao; Yuwei Tian; Guangming Huang; Brandon T. Ruotolo","5","keep"
"W4309411083","GDF15 negatively regulates RGS16 to impair hepatic lipid metabolism in male mice offspring conceived by in vitro fertilization.","2022","2","PubMed","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Jingliu Liu; Yichen Zhu; Dan Zhu; Yajun Shi; Likui Lu; Weisheng Li; Xiuwen Zhou; Pengjie Zhang; Hao Yang; Min Li; Bin Wang; Miao Sun","2","drop"
"W4214721749","Multidisciplinary non-surgical treatment of advanced periodontitis: A case report","2022","1","World Journal of Clinical Cases","Nanjing Medical University","False","False","False","Yan Xiang; Qing Yu; Fuhua Yan; Baochun Tan","1","drop"
"W4286826541","Multi-Faceted Mass Spectrometric Investigation of Neuropeptides in &lt;em&gt;Callinectes sapidus&lt;/em&gt;","2022","1","Journal of Visualized Experiments","University of Wisconsin–Madison","True","True","False","Ashley Phetsanthad; Nhu Q. Vu","2","keep"
"W4400980271","12-Plex Isobaric Multiplex Labeling Reagents for Carbonyl-Containing Compound (SUGAR) Tag-Enabled High-Throughput Quantitative Glycomics","2024","1","Methods in molecular biology","University of Wisconsin–Madison","True","True","False","Miyang Li; Feng Yu; M Ma","3","keep"
"W4404993602","<i>sn</i>-Position-Resolved Quantification of Aminophospholipids by Isotopic <i>N</i>,<i>N</i>-Dimethyl Leucine Labeling and High-Resolution Ion Mobility Mass Spectrometry","2024","1","Analytical Chemistry","University of Wisconsin–Madison","True","False","False","Shuling Xu; Zhijun Zhu; Ting‐Jia Gu; Zicong Wang; Daniel G. Delafield; Michael J. Rigby; Gaoyuan Lu; M Ma; Peng-Kai Liu; Luigi Puglielli","10","keep"
"W4410349631","Impact of glucagon oxidation on fibril formation","2025","1","International Journal of Mass Spectrometry","University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","False","False","Aleksandra Antevska; Gaoyuan Lu; Emmanuel Nkyaagye; Sarah S. Hirschbeck; Connor C. Long; D. Thanh","1","keep"
"W4410456273","Development of A Novel EvaGreen-Dye Based Recombinase Aided Amplification Assay Using Self-Avoiding Molecular Recognition System Primers.","2025","1","PubMed","Henan Normal University","False","False","False","Xinxin Shen; Shaowei Hua; Zijin Zhao; Fengyu Tian; Xuejun Ma","0","drop"
"W4414877077","13-Plex DeAla Isobaric Reagents for High-Throughput Proteome Quantification","2025","1","Analytical Chemistry","University of Wisconsin–Madison; NanoBio (United States)","True","False","False","Peng-Kai Liu; Ting‐Jia Gu; Shuling Xu; Alexander Nassar; Zicong Wang; Hung-Yu Chiang; Danqing Wang","5","keep"
"W2059249124","Characterization of peptides from Aplysia using microbore liquid chromatography with matrix-assisted laser desorption/ionization time-of-flight mass spectrometry guided purification","1999","33","Journal of Chromatography A","University of Illinois Urbana-Champaign","True","True","False","Philip D. Floyd; Tatiana P. Moroz; Jonathan V. Sweedler","3","keep"
"W1621011145","Safe separation of sputum cells from mucoid glycoprotein.","1995","20","PubMed","","False","False","False","Melvyn S. Tockman; You‐Lin Qiao; Guihu Zhao; Rahul Sharma; L L Cavenaugh; Yener S. Erozan","0","drop"
"W2137645518","Investigation of several unique tandem mass spectrometric fragmentation patterns of NFDEIDR, an orcokinin analog, and its N‐terminal dimethylated form","2006","15","Rapid Communications in Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Qiang Fu","1","keep"
"W1977032391","Neutral loss of water from the b ions with histidine at the C‐terminus and formation of the c ions involving lysine side chains","2006","13","Journal of Mass Spectrometry","University of Wisconsin–Madison; Highland Community College - Illinois","True","True","False","Qiang Fu","1","keep"
"W2439562652","MALDI-MS-Assisted Molecular Imaging of Metabolites in Legume Plants","2014","4","Methods in molecular biology","University of Wisconsin–Madison","True","False","False","Erin Gemperline","1","keep"
"W1851579449","Synthesis and characterization of a new retinoic acid ECPIRM as potential chemotherapeutic agent for human cutaneous squamous carcinoma","2015","3","Anti-Cancer Agents in Medicinal Chemistry","","False","False","False","Mengli Zhang; Yue Tao; Pengcheng Ma; Dechuan Wang; Chundi He; Yuping Cao; Jun Wei; Lei Tao","0","drop"
"W2408410830","Multi-Method Observation and Numerical Simulation of a PM2.5 Pollution Episode in Beijing in October, 2014","2016","3","Aerosol and Air Quality Research","Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","Zhanshan Wang; Dawei Zhang; Xuan Li; Yunting Li; Tian Chen; Baoxian Liu; Teng Nie; Libo Pan","0","drop"
"W4210844279","Complementary proteome and glycoproteome access revealed through comparative analysis of reversed phase and porous graphitic carbon chromatography","2022","3","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison","True","True","False","Daniel G. Delafield; Hannah N. Miles; Yuan Liu; William A. Ricke","4","keep"
"W2384596341","The Characteristic of Atmospheric Particle Size Distribution and Their Light Extinction Effect in Beijing during Winter and Spring Time","2008","2","","","False","False","False","","0","drop"
"W2490670330","Site-specific Localization of D-Amino Acids in Bioactive Peptides by Ion Mobility Spectrometry","2016","2","Neuromethods","University of Wisconsin–Madison; Tianjin University","True","True","False","Chenxi Jia; Christopher B. Lietz; Qing Yu","3","keep"
"W2616391048","Analysis of Neuropeptide Expression and Localization in Adult <i>Drosophila melanogaster</i> Central Nervous System by Affinity Cell-Capture Mass Spectrometry","2009","2","Journal of Proteome Research","","False","True","False","Joanne Y. Yew; Yun Wang; Natasha S. Barteneva; Sergei Dikler; Kimberly K. Kutz‐Naber; Edward A. Kravitz","6","keep"
"W3009857083","Liquid Chromatography Tandem Mass Spectrometry Based Label-Free Quantification Method for Assessment of Allergen-Induced Anaphylactoid Reactions","2020","2","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","False","Yanni Lv; Jia Fu; Qianqian Jia; Hengtao Dong; Shengli Han; Langchong He","6","keep"
"W4200229794","Gold Nanoclusters Exert Bactericidal Activity and Enhance Phagocytosis of Macrophage Mediated Killing of Fusobacterium nucleatum","2021","2","Frontiers in Materials","Nanjing University","False","False","False","Rixin Chen; Dan Qiao; Peng Wang; Yangheng Zhang; Fuhua Yan","0","drop"
"W4283221437","Multi-Faceted Mass Spectrometric Investigation of Neuropeptides in &lt;em&gt;Callinectes sapidus&lt;/em&gt;","2022","2","Journal of Visualized Experiments","University of Wisconsin–Madison","True","True","True","Ashley Phetsanthad; Nhu Q. Vu","2","keep"
"W4385476712","Development of novel isobaric tags enables accurate and sensitive multiplexed proteomics using complementary ions","2023","2","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison","True","True","True","Miyang Li; M Ma","2","keep"
"W2383035655","Changing properties of atmospheric lead pollution in Beijing.","2010","1","China Environmental Science","Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","Ying Wang","0","drop"
"W2461638788","[The comparison of CD4(+);CD25(high); Foxp3(+); regulatory T cells between neonatal cord blood and adult peripheral blood.].","2009","1","PubMed","","False","False","False","Xueye Wang; Mei Han; Xiao Zhong-ping; Lin Chen; Ling-Huan Kong; Kun Fu; Tao Feng","0","drop"
"W2969259796","Discovery of Missing Methylation Sites on Endogenous Peptides of Human Cell Lines","2019","1","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison; Tianjin University","True","True","False","Xin Yan; Chenxi Jia","2","keep"
"W3096549968","Immunosuppression of methionine deficiency on the number of IgA+ B cells and sIgA content in the cecal tonsil of broiler chicken.","2018","1","The Indian Veterinary Journal","","False","False","False","Tao Ruan; Xi Peng; Wu BangYuan","0","drop"
"W3150792906","Mass spectrometry-based proteomics and peptidomics for systems biology and biomarker discovery","2012","1","Frontiers in Biology","University of Wisconsin–Madison","True","True","False","Robert Cunningham; Di Ma","2","keep"
"W3208103315","Understanding the Binding Mode of Losartan Upon GPVI via a Molecular Simulation Study","2021","1","Journal of Computational Biophysics and Chemistry","Tianjin Institute of Pharmaceutical Research (China)","False","False","False","Zhichao Zheng; Jing Jin; Lei Liu; Xiaoyan Meng; Qunchao Wei; Fancui Meng","0","drop"
"W4286826734","A Spin-Tip Enrichment Strategy for Simultaneous Analysis of N-Glycopeptides and Phosphopeptides from Human Pancreatic Tissues","2022","1","Journal of Visualized Experiments","University of Wisconsin–Madison","True","True","False","Dylan Nicholas Tabang; Danqing Wang","2","keep"
"W2912347251","METASPACE: A community-populated knowledge base of spatial metabolomes in health and disease","2019","91","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison; Humboldt-Universität zu Berlin","True","False","False","Theodore Alexandrov; Katja Ovchinnikova; Andrew Palmer; Vitaly Kovalev; Artem Tarasov; Lachlan Stuart; Renat Nigmetzianov; Dominik Fay; Key METASPACE contributors; Mathieu Gaudin; Cristina López; Marina Vetter; John G. Swales; Mark T. Bokhart; Mario Kompauer; James S. McKenzie; Luca Rappez; Dušan Veličković; Regis Lavigne; Guanshi Zhang; Dinaiz Thinagaran; Elisa Ruhland; Marta Sans; Sergio Triana; Denis Abu Sammour; Sarah Aboulmagd; Charlotte Bagger; Nicole Strittmatter; Angelos Rigopoulos; Erin Gemperline; Asta Maria Joensen; Benedikt Geier; Christine Quiason; Eric Weaver; Mridula Prasad; Benjamin Balluff; Konstantin O. Nagornov; Michael Linscheid; Carsten Hopf; Dimitri Heintz; Manuel Liebeke; Bernhard Spengler; Berin A. Boughton; Christian Janfelt; Kumar Sharma; Charles Pineau; Christopher Anderton; Shane R. Ellis; Michael Becker; József Pánczél; Georges Da Violante; David C. Muddiman; Richard J. A. Goodwin; Lívia S. Eberlin; Zoltán Takáts; Sheerin Shahidi-Latham","2","keep"
"W2921148963","Change Point Detection in the Mean of High-Dimensional Time Series Data under Dependence","2019","6","arXiv (Cornell University)","","False","False","False","Jun Li; Minya Xu; Ping‐Shou Zhong","0","drop"
"W4327935673","Cancer-derived mutation in the OGA stalk domain promotes cell malignancy through dysregulating PDLIM7 and p53","2023","4","Research Square","","False","False","False","Chia‐Wei Hu; Ao Wang; Dacheng Fan; Matthew Worth; Zhengwei Chen; Junfeng Huang; Jinshan Xie; John F. MacDonald; Jiaoyang Jiang","6","keep"
"W4408007777","TEMI: Tissue Expansion Mass Spectrometry Imaging","2025","4","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","False","False","Hua Zhang; Lang Ding; Amy Hu; Xudong Shi; Penghsuan Huang; Haiyan Lu; Paul W. Tillberg; Meng C. Wang","4","keep"
"W4412835683","cNPDB: A comprehensive empirical crustacean neuropeptide database","2025","4","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","False","False","Vu Ngoc Huong Tran; Thao Duong; Lauren Fields; Kosta Tourlouskis; Margot Beaver","2","keep"
"W4411325590","Unlocking the Neuropeptidome using a Novel Endogenous Peptidomics Framework","2025","2","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","False","False","Lauren Fields; Wenxin Wu; Tina C. Dang; Angel Erbey Ibarra; Mitchell Gray","4","keep"
"W4411744649","HILIC-Enabled Mass Spectrometric Discovery of Novel Endogenous and Glycosylated Neuropeptides in the American Lobster Nervous System","2025","2","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","False","False","Vu Ngoc Huong Tran; Gaoyuan Lu; Thao Duong; Angel Erbey Ibarra; Feixuan Wu; Margot Beaver","4","keep"
"W2592657635","Following Neuropeptide Processing, Distribution, Transport, and Release Using Novel Mass Spectrometric Approaches","2000","1","","","False","False","False","","0","drop"
"W3048023272","Extrasynaptic volume transmission: A novel route for neuropeptide signaling in nematodes","2020","1","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","False","False","Louise E. Atkinson; Yang Liu; Fiona M. McKay; Elke Vandewyer; Charles Viau; Allister Irvine; Bruce A. Rosa; Zihui Li; Nikki J. Marks; Aaron G. Maule; Makedonka Mitreva; Isabel Beets; Angela Mousley","13","keep"
"W3152939214","Effects of Gold Nanoparticles Combined Human β-defensin 3 on The Alveolar Bone of Experimental Periodontitis","2021","1","Research Square","Nanjing University","False","False","False","Jing Zhou; Di Cui; Xiao‐Ting Xie; Wenrong Yang; Fuhua Yan","0","drop"
"W4226088804","Enabling global analysis of protein citrullination and homocitrullination via biotin thiol tag-assisted mass spectrometry","2022","1","Research Square","University of Wisconsin–Madison","True","True","False","Yatao Shi; Zihui Li; Bin Wang; Xudong Shi; Hui Ye; Daniel G. Delafield; Langlang Lv; Zhengqing Ye; Zhengwei Chen; Fengfei Ma","10","keep"
"W4293189277","GDF15 negatively regulates RGS16 involving in abnormal lipid metabolism in IVF-ET male mice offspring","2022","1","Research Square","Soochow University; First Affiliated Hospital of Soochow University","False","False","False","Jingliu Liu; Yichen Zhu; Dan Zhu; Yajun Shi; Likui Lu; Weisheng Li; Xiuwen Zhou; Hao Yang; Bin Wang; Miao Sun","2","drop"
"W4399197737","Yuan 2.0-M32: Mixture of Experts with Attention Router","2024","1","arXiv (Cornell University)","","False","False","False","Shaohua Wu; Jiangang Luo; Xi Chen; Xudong Zhao; Tong Yu; Chao Wang; Yue Wang; Fei Wang; Weixu Qiao; Houbo He; Zeru Zhang; Zeyu Sun; Junxiong Mao; Chong Shen","0","drop"
"W4402612409","Measurement report: The variation properties of aerosol hygroscopic growth related to chemical composition during new particle formation days in a coastal city of southeast China","2024","1","","Chinese Academy of Sciences; Institute of Urban Environment; University of Chinese Academy of Sciences","False","False","False","Mengren Li; Xiaolong Fan; Yuping Chen; Ziyi Lin; Anqi Hou; Siqing Zhang; Ronghua Zheng; Jinsheng Chen","0","drop"
"W4405104580","Development of Potent and Selective RIPK1 Degraders with In Vivo Efficacy for Cancer Treatment","2024","1","ChemRxiv","University of Wisconsin–Madison","True","False","False","Zhen Zhang; Chunrong Li; Nina Hawkins; Ramesh Mudududdla; Yiming Nie; Peng-Kai Liu; Penghsuan Huang; Natalia del Río; Hao Chang; Matthew E. Brown; Weiping Tang","4","keep"
"W7134925877","Quantitative Neuropeptidomics Reveals Thermal Acclimation-Induced Remodeling of Peptidergic Signaling in the American Lobster <i>Homarus americanus</i>","2026","1","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","False","False","Vu Ngoc Huong Tran; Sonal Kedia; Gaoyuan Lu; Kendra G. Selby; Thao Duong; Zachary Del Mundo; Eve Marder","4","keep"
"W2060110392","NEW CLASSIFIER FOR MECHANICAL SYSTEM FAULTS","2004","0","Journal of Mechanical Engineering","","False","False","False","","0","drop"
"W2188987939","in the Rat Hippocampus Nicotinic Cholinergic Excitation of CA1 Interneurons NMDA and AMPA Receptors Contribute to the","2015","0","","","False","False","False","Edna F. R. Pereira; Edson X. Albuquerque; Jianping Xiao; Jie Chen; Jianying Tao; Caiping Mao; Zhice Xu; Jiayue Li; Pengjie Zhang; Qinqin Gao; Jiaqi Tang; Chonglong Wu; Dawei Li","0","drop"
"W2307918006","Analysis of the complete genome sequence of the swine hepatitis E virus strain CHN-XJ-SW33 isolated from Xinjiang, China.","2010","0","Chinese Preventive Medicine","","False","False","False","Fu Hongwei; Gang Du; Yonghong Zhu; Ling Wang; Geng JiaBao; Xue Cheng; Xiaojuan Wang; Zhuang Hui","0","drop"
"W2331015002","Inside back cover: Biomarker discovery in mass spectrometry‐based urinary proteomics","2016","0","PROTEOMICS - CLINICAL APPLICATIONS","","False","True","False","Samuel Thomas; Ling Hao; William A. Ricke","3","keep"
"W2349792769","Some Issues on the Study of Context and Discourse","2010","0","Journal of Inner Mongolia University","Inner Mongolia University","False","False","False","","0","drop"
"W2354395473","Cognitive Contextualism and Traditional Contectualism: A comparison","2004","0","Journal of Inner Mongolia University","Inner Mongolia University","False","False","False","","0","drop"
"W2355672927","An indirect ELISA for measuring serum free .BETA.-HCG","2010","0","Chinese Journal of Clinical Laboratory Science","","False","False","False","Shulian Chen; Xiangdong Li; Zhaowei Zeng; Huiqiang Li; Xueqian Wang","0","drop"
"W2363177222","MOPITT-based Measurement and Analysis of CO Concentration Before and After Olympic Games in Beijing","2009","0","Journal of Atmospheric and Environmental Optics","Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","","0","drop"
"W2366007116","Microchip electrochromatography: the latest developments and applications","2010","0","Chinese Journal of Chromatography","","False","False","False","Junhu Wang; Weihua Huang; Jieke Cheng","0","drop"
"W2369337670","Developing Suburban Green Space and Constructing Ecological Network of City Green Space","2007","0","Journal of Nanchang Institute of Technology","Southwest University","False","False","False","","0","drop"
"W2379312558","Quantitative determination of chlorogenic acid,ferulic acid and glycyrrhizic acid in Si-Miao-Yong-An decoction by capillary zone electrophoresis","2006","0","","","False","False","False","","0","drop"
"W2380026371","Orthogonal design for optimizing the semi-bionic extraction of Simiao Yongan Decoction","2006","0","","","False","False","False","","0","drop"
"W2383586283","[Study on atmospheric particles and their long-term trend in Beijing cleaning area].","2011","0","PubMed","Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","Ying Wang; Jinxiang Li","0","drop"
"W2390839704","The Innovation of Directional Sport and University Physical Education Course","2006","0","Journal of Hunan Institute of Humanities, Science and Technology","Hunan University of Humanities, Science and Technology","False","False","False","","0","drop"
"W2416191195","[Progress of research on transmission and pathogenesis of hepatitis E virus].","2009","0","PubMed","Peking University","False","False","False","Yong-hong Zhu; Ling Wang; Hongwei Fu; Hui Zhuang","0","drop"
"W2555157870","Mechanistic Deficits Of a Leukemogenic GATA-2 Mutant","2013","0","Blood","University of Wisconsin–Madison","True","False","False","Koichi R. Katsumura; Chenxi Yang; Jing Zhang; Kirby D. Johnson; Emery H. Bresnick","3","keep"
"W261208889","Measurement and clinical significance of CD4+ CD25+ Foxp3+ regulatory T cells in peripheral blood of gastric cancer patients.","2009","0","Zhongguo mianyixue zazhi","","False","False","False","Wang XueYe; Mei Han; Lin Chen; Xu YiDuo; Xiao Zhong-ping; Kong LingHuan; Fu Kun; Tao Feng; Changbin Gao","0","drop"
"W2731758907","<i>IN VIVO</i> NEUROCHEMICAL MONITORING OF THE CRAB <i>CANCER BOREALIS VIA</i> MICRODIALYSIS AND MASS SPECTROMETRY","2017","0","WORLD SCIENTIFIC eBooks","University of Wisconsin–Madison","True","False","False","Zhidan Liang","1","keep"
"W276215687","Alteration of CD4+ CD25+ regulatory T cells and Foxp3 in peripheral blood of aplastic anemia patients and its clinical significance.","2009","0","Zhongguo mianyixue zazhi","","False","False","False","Wang XueYe; Mei Han; Guangmin Yang; Xiao Zhong-ping; Fu Kun; Tao Feng","0","drop"
"W2804398540","Effects of methionine deficiency on the number of IgA+ B cells and immunoglobulins in ileum of broiler chicken","2018","0","Indian Journal of Animal Research","China West Normal University","False","False","False","Tao Ruan; Bangyuan Wu","0","drop"
"W2886161308","Accurate black-grey box identification method for servohydraulic cylinder systems in multi axis test applications","2013","0","","","False","False","False","Thomas Thurner","0","drop"
"W2914082957","Characterizing the interaction modes of PAR4 receptor with agonist and antagonist by molecular simulation approach","2019","0","Journal of Theoretical and Computational Chemistry","Tianjin Institute of Pharmaceutical Research (China)","False","False","False","Nan Lü; Fancui Meng; Jing Yuan; Lei Liu; Yanshi Wang; Tong Zhao; Weiren Xu; Lida Tang; Youjun Xu","0","drop"
"W3000565041","Transcriptional elongation machinery controls vulnerability of breast cancer cells to PRC2 inhibitors","2020","0","bioRxiv (Cold Spring Harbor Laboratory)","University of Wisconsin–Madison","True","True","False","Ngai Ting Chan; Peng Liu; Junfeng Huang; Yidan Wang; Irene M. Ong; Wei Xu","6","keep"
"W3004917448","トリプトファン側鎖でのN-末端ジメチル化とイミン/メチロール付加によるペプチドのフラグメンテーション | 文献情報 | J-GLOBAL 科学技術総合リンクセンター","2006","0","Journal of the American Society for Mass Spectrometry","","False","False","False","Qiang Fu","1","drop"
"W3005100546","トリプトファン側鎖でのN-末端ジメチル化とイミン/メチロール付加によるペプチドのフラグメンテーション","2006","0","Journal of the American Society for Mass Spectrometry","","False","False","False","Fu Qiang","0","drop"
"W3029167219","Transcatheter arterial chemoembolization using raltitrexed and lobaplatin for advanced hepatocellular carcinoma","2017","0","Zhonghua putong waike zazhi","","False","False","False","Hengfei Ma; Xuegang Yang; Huixian Ma; Huina Zhou; Jingjing Lyu","0","drop"
"W3029511518","Development of a model for Candida albicans infection using tissue-engineered human skin substitutes","2013","0","Chinese Journal of Dermatology","Chinese Academy of Medical Sciences & Peking Union Medical College","False","False","False","Yuping Cao; Yongnian Shen; Guixia Lyu; Le Wang; Rong Zeng; Qing Cai","0","drop"
"W3029945224","Adenovirus-mediated IL-24 gene expression induces apoptosis in a human squamous cell carcinoma cell line COLO 16","2015","0","Chinese Journal of Dermatology","","False","False","False","Xinxin Ma; Mengli Zhang; Yuping Cao; Qiuju Wu","0","drop"
"W3031441490","Construction of a Trichophyton mentagrophytes-infected tissue-engineered skin model","2016","0","Chinese Journal of Dermatology","Chinese Academy of Medical Sciences Dermatology Hospital","False","False","False","Yuping Cao; Yongnian Shen; Guixia Lyu; Le Wang; Rong Zeng; Pengcheng Ma; Weida Liu","0","drop"
"W3041109025","Analysis of Catheter-Related Infections and Risk Factors in Hemodialysis Patients","2019","0","","","False","False","False","Fang Qi; Jia Xueping","0","drop"
