"id","title","year","cites","venue","inst","atHome","inCv","doiInCv","authors","overlap","verdict"
"W3024463739","Isobaric Labeling Strategy Utilizing 4-Plex <i>N</i>,<i>N</i>-Dimethyl Leucine (DiLeu) Tags Reveals Proteomic Changes Induced by Chemotherapy in Cerebrospinal Fluid of Children with B-Cell Acute Lymphoblastic Leukemia","2020","17","Journal of Proteome Research","University of Wisconsin–Madison","True","True","False","Qinying Yu; Xiaofang Zhong; Bingming Chen; Feng Yu; M Ma; Carol Diamond; Julie Voeller; Miriam Kim; Kenneth B. DeSantes; Christian M. Capitini; Neha Patel; Margo Hoover‐Regan; Michael J. Burke; Kimberly Janko; Diane Puccetti; Chrysanthy Ikonomidou","16","keep"
"W4387440098","Cotton Ti-IMAC: Developing Phosphorylated Cotton as a Novel Platform for Phosphopeptide Enrichment","2023","17","ACS Applied Materials & Interfaces","University of Wisconsin–Madison","True","True","False","Danqing Wang; Junfeng Huang; Haoran Zhang; Ting‐Jia Gu","4","keep"
"W4206926146","On-tissue amidation of sialic acid with aniline for sensitive imaging of sialylated N-glycans from FFPE tissue sections via MALDI mass spectrometry","2022","16","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison","True","True","False","Hua Zhang; Xudong Shi; Yuan Liu; Bin Wang; Meng Xu; Nathan V. Welham","6","keep"
"W4224444055","Selective Enrichment of Sialylglycopeptides Enabled by Click Chemistry and Dynamic Covalent Exchange","2022","16","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Miyang Li; Junfeng Huang; M Ma; Xudong Shi","4","keep"
"W3081234015","Mass Spectrometric Profiling of Neuropeptides in<i>Callinectes sapidus</i>during Hypoxia Stress","2020","15","ACS Chemical Neuroscience","University of Wisconsin–Madison","True","True","True","Amanda R. Buchberger; Kellen DeLaney; Yang Liu; Nhu Q. Vu; Kylie Helfenbein","5","keep"
"W3118738407","Complementary neuropeptide detection in crustacean brain by mass spectrometry imaging using formalin and alternative aqueous tissue washes","2021","15","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison","True","True","True","Nhu Q. Vu; Amanda R. Buchberger; Jillian Johnson","3","keep"
"W4200436591","Sorbitol accumulation decreases oocyte quality in aged mice by altering the intracellular redox balance","2021","15","Aging","Nanjing Medical University","False","False","False","Yuexin Zhang; Zhengjie Yan; Hanwen Liu; Chun Yuan; Lianju Qin; Lingbo Cai; Jiayin Liu; Yanqiu Hu; Yugui Cui","0","drop"
"W4311288744","Enabling Global Analysis of Protein Citrullination via Biotin Thiol Tag-Assisted Mass Spectrometry","2022","15","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Yatao Shi; Zihui Li; Bin Wang; Xudong Shi; Hui Ye; Daniel G. Delafield; Langlang Lv; Zhengqing Ye; Zhengwei Chen; Fengfei Ma","10","keep"
"W4318068894","High-Throughput Quantitative Glycomics Enabled by 12-plex Isobaric Multiplex Labeling Reagents for Carbonyl-Containing Compound (SUGAR) Tags","2023","15","Journal of Proteome Research","University of Wisconsin–Madison","True","True","True","Miyang Li; Feng Yu; M Ma; Arvinder Kapur; Manish S. Patankar","5","keep"
"W4324326953","Definitive Screening Designs to Optimize Library-Free DIA-MS Identification and Quantification of Neuropeptides","2023","15","Journal of Proteome Research","University of Wisconsin–Madison","True","True","True","Ashley Phetsanthad; Austin V. Carr; Lauren Fields","3","keep"
"W4366224836","Advances in dermatological application of GelMA hydrogel microneedles","2023","15","Skin Research and Technology","Chinese Academy of Medical Sciences & Peking Union Medical College; Chinese Academy of Medical Sciences Dermatology Hospital","False","False","False","Hongyang Li; Jiayi Li; Jingjing Xu; Yurong Wang; Chunhui Liu; Jia Zhou","0","drop"
"W2946278827","Omics Technologies to Understand Activation of a Biosynthetic Gene Cluster in <i>Micromonospora</i> sp. WMMB235: Deciphering Keyicin Biosynthesis","2019","14","ACS Chemical Biology","University of Wisconsin–Madison","True","False","False","Deepa Acharya; Ian Miller; Yusi Cui; Doug R. Braun; Mark E. Berres; Matthew J. Styles; Jason C. Kwan; Scott R. Rajski; Helen E. Blackwell; Tim S. Bugni","4","keep"
"W4319301719","Structural Proteomic Profiling of Cerebrospinal Fluids to Reveal Novel Conformational Biomarkers for Alzheimer’s Disease","2023","14","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Bin Wang; Xiaofang Zhong; Lauren Fields; Haiyan Lu; Zexin Zhu","5","keep"
"W4384664949","Chemical tagging mass spectrometry: an approach for single-cell omics","2023","14","Analytical and Bioanalytical Chemistry","University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","True","False","Haiyan Lu; Hua Zhang","2","keep"
"W4388827654","6-Plex <i>md</i>SUGAR Isobaric-Labeling Guide Fingerprint Embedding for Glycomics Analysis","2023","14","Analytical Chemistry","University of Wisconsin–Madison","True","False","False","M Ma; Miyang Li; Yinlong Zhu; Yingyi Zhao; Feixuan Wu; Zicong Wang; Feng Yu; Hung-Yu Chiang; Manish S. Patankar; Cheng Chang","8","keep"
"W3045877582","Neuropeptidomic Profiling and Localization in the Crustacean Cardiac Ganglion Using Mass Spectrometry Imaging with Multiple Platforms","2020","13","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Kellen DeLaney","1","keep"
"W4206612050","The transcriptional elongation factor CTR9 demarcates PRC2-mediated H3K27me3 domains by altering PRC2 subtype equilibrium","2022","13","Nucleic Acids Research","University of Wisconsin–Madison","True","True","True","Ngai Ting Chan; Junfeng Huang; Gui Ma; Hao Zeng; Kristine Donahue; Yidan Wang; Wei Xu","7","keep"
"W4379967214","Site-specific chirality-conferred structural compaction differentially mediates the cytotoxicity of Aβ42","2023","13","Chemical Science","University of Wisconsin–Madison","True","True","False","Gongyu Li; Chae Kyung Jeon; M Ma; Yifei Jia; Zhen Zheng; Daniel G. Delafield; Gaoyuan Lu; Elena V. Romanova; Jonathan V. Sweedler; Brandon T. Ruotolo","10","keep"
"W4386860101","Integrated omic profiling of the medicinal mushroom Inonotus obliquus under submerged conditions","2023","13","BMC Genomics","","False","False","False","Jinghua Hao; Xiaoli Wang; Yanhua Shi; Jinxin Chu; Junjie Li; Weiping Lin; Tao Yu; Dianhai Hou","0","drop"
"W4391882891","Diazobutanone-assisted isobaric labelling of phospholipids and sulfated glycolipids enables multiplexed quantitative lipidomics using tandem mass spectrometry","2024","13","Nature Chemistry","University of Wisconsin–Madison","True","False","False","Ting‐Jia Gu; Peng-Kai Liu; Yen‐Wen Wang; Matthew T. Flowers; Shuling Xu; Yuan Liu; Dawn Belt Davis","4","keep"
"W3215528912","Effects of gold nanoparticles combined with human β-defensin 3 on the alveolar bone loss of periodontitis in rat","2021","12","BioMedical Engineering OnLine","Nanjing University","False","False","False","Jing Zhou; Di Cui; Xiao‐Ting Xie; Wenrong Yang; Fuhua Yan","0","drop"
"W4213102333","Nanosecond Photochemical Reaction for Enhanced Identification, Quantification, and Visualization of Primary Amine-Containing Metabolites by MALDI-Mass Spectrometry","2022","12","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Yuan Liu; Gongyu Li; Ting‐Jia Gu","3","keep"
"W4289170433","Simultaneous multiplexed quantification and C=C localization of fatty acids with LC-MS/MS using isobaric multiplex reagents for carbonyl-containing compound (SUGAR) tags and C=C epoxidation","2022","12","Analytica Chimica Acta","University of Wisconsin–Madison","True","True","False","Ting‐Jia Gu; Feng Yu; Danqing Wang","3","keep"
"W4390561397","A crustacean neuropeptide spectral library for data‐independent acquisition (DIA) mass spectrometry applications","2024","12","PROTEOMICS","University of Wisconsin–Madison","True","False","False","Lauren Fields; M Ma; Kellen DeLaney; Ashley Phetsanthad","4","keep"
"W4392359170","EndoGenius: Optimized Neuropeptide Identification from Mass Spectrometry Datasets","2024","12","Journal of Proteome Research","University of Wisconsin–Madison","True","False","False","Lauren Fields; Nhu Q. Vu; Tina C. Dang; Hsu-Ching Yen; M Ma; Wenxin Wu; Mitchell Gray","6","keep"
"W4395004543","Neuropeptidomics of the American Lobster <i>Homarus americanus</i>","2024","12","Journal of Proteome Research","University of Wisconsin–Madison","True","False","False","Gaoyuan Lu; Vu Ngoc Huong Tran; Wenxin Wu; M Ma","3","keep"
"W4396547495","Probing Protein Structural Changes in Alzheimer’s Disease via Quantitative Cross-linking Mass Spectrometry","2024","12","Analytical Chemistry","University of Wisconsin–Madison","True","False","False","Zexin Zhu; Xiaofang Zhong; Bin Wang; Haiyan Lu","4","keep"
"W4210279392","12-Plex DiLeu Isobaric Labeling Enabled High-Throughput Investigation of Citrullination Alterations in the DNA Damage Response","2022","11","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Zihui Li; Bin Wang; Qinying Yu; Yatao Shi","4","keep"
"W4295747921","Heavy Metal Pollution Characteristics and Source Analysis in the Dust Fall on Buildings of Different Heights","2022","11","International Journal of Environmental Research and Public Health","Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","Hanyang Song; Jinxiang Li; Jie Dong; Wenxing Hou; Ran Yang; Shanwen Zhang; Sida Zu; Pengfei Ma; Wenji Zhao","0","drop"
"W4383874049","Expedited Evaluation of Conformational Stability–Heterogeneity Associations for Crude Polyclonal Antibodies in Response to Conjugate Vaccines","2023","11","Analytical Chemistry","University of Wisconsin–Madison","True","True","False","Zhen Zheng; M Ma; Yifei Jia; Yusi Cui; Rui Zhao; Shuangshuang Li; Cody J. Wenthur; Gongyu Li","8","keep"
"W4399367595","OGA mutant aberrantly hydrolyzes O-GlcNAc modification from PDLIM7 to modulate p53 and cytoskeleton in promoting cancer cell malignancy","2024","11","Proceedings of the National Academy of Sciences","University of Wisconsin–Madison","True","False","False","Chia‐Wei Hu; Ao Wang; Dacheng Fan; Matthew Worth; Zhengwei Chen; Junfeng Huang; Jinshan Xie; John F. MacDonald; Jiaoyang Jiang","6","keep"
"W4315927746","Composite Multidimensional Ion Mobility-Mass Spectrometry for Improved Differentiation of Stereochemical Modifications","2023","10","Analytical Chemistry","University of Wisconsin–Madison","True","True","True","Xia Xu; Li Han; Zhen Zheng; Rui Zhao; Xueguang Shao; Gongyu Li","6","keep"
"W4383186877","Global Neuropeptidome Profiling in Response to Predator Stress in Rat: Implications for Post-Traumatic Stress Disorder","2023","10","Journal of the American Society for Mass Spectrometry","University of Wisconsin–Madison","True","True","True","Wenxin Wu; M Ma; Angel Erbey Ibarra; Gaoyuan Lu; Vaishali P. Bakshi","5","keep"
"W4396862367","The subcommissural organ regulates brain development via secreted peptides","2024","9","Nature Neuroscience","University of Wisconsin–Madison","True","False","False","Tingting Zhang; Daosheng Ai; Pingli Wei; Ying Xu; Zhanying Bi; Fengfei Ma; Fengzhi Li; Xing-jun Chen; Zhaohuan Zhang; Xiaoxiao Zou; Zongpei Guo; Yue Zhao; Jun-Liszt Li; Meng Ye; Ziyan Feng; Xinshuang Zhang; Lijun Zheng; Jie Yu; Chunli Li; Tianqi Tu; Hongkui Zeng; Jianfeng Lei; Hongqi Zhang; Tao Hong; Li Zhang; Benyan Luo; Zhen Li; Chao Xing; Chenxi Jia; Wenzhi Sun; Woo‐Ping Ge","4","keep"
"W4312077278","Recent advances in characterization of citrullination and its implication in human disease research: From method development to network integration","2022","8","PROTEOMICS","University of Wisconsin–Madison; Wisconsin Institutes for Discovery","True","True","True","Bin Wang; Lauren Fields","2","keep"
"W4319333212","Toxicoproteomics of Mono(2-ethylhexyl) phthalate and Perfluorooctanesulfonic Acid in Models of Prostatic Diseases","2023","8","Chemical Research in Toxicology","University of Wisconsin–Madison","True","True","True","Samuel Thomas; William A. Ricke","2","keep"
"W4402311555","Seasonal biogenic volatile organic compound emission factors in temperate tree species: Implications for emission estimation and ozone formation","2024","8","Environmental Pollution","Beijing Forestry University; Beijing Municipal Ecological and Environmental Monitoring Center","False","False","False","Wu Ju; Qiang Zhang; Luxi Wang; Luxi Wang; Xiaoxiu Lun; Wenbin Chen; Yanshan Gao; Liang Huang; Qiang Wang; Baoxian Liu","0","drop"
"W4408883924","Measurement report: The variation properties of aerosol hygroscopic growth related to chemical composition during new particle formation days in a coastal city of Southeast China","2025","8","Atmospheric chemistry and physics","Chinese Academy of Sciences; Institute of Urban Environment; University of Chinese Academy of Sciences","False","False","False","Mengren Li; Xiaolong Fan; Yuping Chen; Ziyi Lin; Anqi Hou; Siqing Zhang; Ronghua Zheng; Jinsheng Chen","0","drop"
"W4408954195","An inherently safer design approach for thermal runaway risk control of plug flow reactors based on process safety time","2025","8","Chemical Engineering Journal","Dalian University of Technology; Dalian University","False","False","False","Jing Han; Haotian Ye; Siqi Sun; Fengyi Liu","0","drop"
"W3041575828","Highly multiplexed quantitative proteomic and phosphoproteomic analyses in vascular smooth muscle cell dedifferentiation","2020","7","Analytica Chimica Acta","University of Wisconsin–Madison","True","True","False","Xiaofang Zhong; Christopher B. Lietz; Xudong Shi; Amanda R. Buchberger; Dustin C. Frost","5","keep"
"W4390664748","<scp> <i>PAX2</i> </scp> is regulated by estrogen/progesterone through promoter methylation in endometrioid adenocarcinoma and has an important role in carcinogenesis via the <scp>AKT</scp> / <scp>mTOR</scp> signaling pathway","2024","7","The Journal of Pathology","First People’s Hospital of Jingmen; Third Affiliated Hospital of Guangzhou Medical University; Guangzhou Medical University","False","False","False","Hui Chen; Huimin Liu; Ping Qin; Ruichao Chen; Shaoyan Liu; Hanzhen Xiong; Yang Li; Zhongfeng Yang; Mingyu Xie; Haili Yang; Qingping Jiang","0","drop"
"W4400793084","Research and development of microenvironment’s influence on stem cells from the apical papilla – construction of novel research microdevices: tooth-on-a-chip","2024","7","Biomedical Microdevices","University of Chinese Academy of Sciences","False","False","False","Hexuan Zhang; Xiaoqiang Sun; Benxiang Hou; Chunxiong Luo","0","drop"
